published date,Sentiment
2025-04-18,
2025-04-19,
2025-04-20,
2025-04-21,0.25
2025-04-22,0.0
2025-04-23,1.0
2025-04-24,0.0
2025-04-25,0.725
2025-04-26,
2025-04-27,0.25
2025-04-28,0.5
2025-04-29,0.7
2025-04-30,0.0
2025-05-01,-0.65
2025-05-02,0.25
2025-05-03,
2025-05-04,0.2857142857142857
2025-05-05,0.0
2025-05-06,
2025-05-07,0.0
2025-05-08,
2025-05-09,0.7
2025-05-10,-0.25
2025-05-11,1.0
2025-05-12,
2025-05-13,0.21666666666666667
2025-05-14,
2025-05-15,
2025-05-16,0.0
2025-05-17,0.4
2025-05-18,
2025-05-19,
2025-05-20,0.25
2025-05-21,
2025-05-22,
2025-05-23,0.25
2025-05-24,
2025-05-25,
2025-05-26,
2025-05-27,0.2
2025-05-28,0.0
2025-05-29,0.5
2025-05-30,
2025-05-31,
2025-06-01,
2025-06-02,
2025-06-03,
2025-06-04,-0.07142857142857142
2025-06-05,
2025-06-06,0.0
2025-06-07,
2025-06-08,-0.15555555555555559
2025-06-09,
2025-06-10,
2025-06-11,
2025-06-12,0.16666666666666666
2025-06-13,
2025-06-14,
2025-06-15,0.0
2025-06-16,0.0
2025-06-17,
2025-06-18,0.25
2025-06-19,
2025-06-20,
2025-06-21,0.25
2025-06-22,
2025-06-23,
2025-06-24,0.0
2025-06-25,0.7
2025-06-26,0.03693181818181818
2025-06-27,0.0
2025-06-28,-0.16666666666666669
2025-06-29,
2025-06-30,
2025-07-01,
2025-07-02,
2025-07-03,-0.2
2025-07-04,
2025-07-05,
2025-07-06,
2025-07-07,
2025-07-08,
2025-07-09,
2025-07-10,
2025-07-11,
2025-07-12,
2025-07-13,
2025-07-14,
2025-07-15,
2025-07-16,
2025-07-17,
2025-07-18,
2025-07-19,
2025-07-20,
2025-07-21,
2025-07-22,
2025-07-23,
2025-07-24,
2025-07-25,
2025-07-26,
2025-07-27,
2025-07-28,0.9
2025-07-29,0.0
2025-07-30,0.0
2025-07-31,-0.0066666666666666706
2025-08-01,0.16875
2025-08-02,
2025-08-03,
2025-08-04,0.4
2025-08-05,0.26111111111111107
2025-08-06,0.09090909090909091
2025-08-07,0.375
2025-08-08,0.2333333333333333
2025-08-09,
2025-08-10,0.6
2025-08-11,
2025-08-12,0.0
2025-08-13,0.0
2025-08-14,
2025-08-15,0.0
2025-08-16,
2025-08-17,0.0
2025-08-18,0.06666666666666667
2025-08-19,
2025-08-20,0.0
2025-08-21,
2025-08-22,0.0
2025-08-23,0.0
2025-08-24,
2025-08-25,0.0
2025-08-26,
2025-08-27,
2025-08-28,
2025-08-29,0.21666666666666665
2025-08-30,0.0
2025-08-31,
2025-09-01,
2025-09-02,
2025-09-03,0.0
2025-09-04,0.05
2025-09-05,0.0
2025-09-06,0.8
2025-09-07,0.0
2025-09-08,0.06666666666666667
2025-09-09,0.07251082251082251
2025-09-10,0.04545454545454545
2025-09-11,
2025-09-12,0.0
2025-09-13,
2025-09-14,0.0
2025-09-15,0.10833333333333332
2025-09-16,0.25
2025-09-17,-0.3499999999999999
2025-09-18,0.13636363636363635
2025-09-19,0.0
2025-09-20,0.0
2025-09-21,
2025-09-22,0.12121212121212122
2025-09-23,0.2791666666666667
2025-09-24,0.15
2025-09-25,0.0
2025-09-26,0.0
2025-09-27,
2025-09-28,
2025-09-29,0.0
2025-09-30,
2025-10-01,0.0
2025-10-02,0.4333333333333333
2025-10-03,0.0
2025-10-04,
2025-10-05,
2025-10-06,
2025-10-07,
2025-10-08,
2025-10-09,0.5
2025-10-10,
2025-10-11,0.0
2025-10-12,0.0
2025-10-13,0.056818181818181816
2025-10-14,
2025-10-15,0.25
2025-10-16,0.0
2025-10-17,0.0
2025-10-18,
2025-10-19,
2025-10-20,0.11630303030303031
2025-10-21,
2025-10-22,0.5
2025-10-23,
2025-10-24,0.7
2025-10-25,
2025-10-26,
2025-10-27,0.0
2025-10-28,0.05333333333333334
2025-10-29,
2025-10-30,0.05333333333333333
2025-10-31,0.21666666666666665
2025-11-01,
2025-11-02,0.2
2025-11-03,0.05555555555555556
2025-11-04,0.4000000000000001
2025-11-05,0.24791666666666665
2025-11-06,0.4000000000000001
2025-11-07,0.41818181818181815
2025-11-08,
2025-11-09,
2025-11-10,0.4681818181818182
2025-11-11,0.0
2025-11-12,
2025-11-13,
2025-11-14,
2025-11-15,
2025-11-16,
2025-11-17,
2025-11-18,0.0
2025-11-19,0.06666666666666667
2025-11-20,
2025-11-21,-0.01875
2025-11-22,
2025-11-23,
2025-11-24,
2025-11-25,0.19999999999999998
2025-11-26,
2025-11-27,
2025-11-28,
2025-11-29,0.6
2025-11-30,0.7
2025-12-01,
2025-12-02,0.3387878787878788
2025-12-03,0.1481818181818182
2025-12-04,0.0
2025-12-05,0.0
2025-12-06,0.0
2025-12-07,
2025-12-08,
2025-12-09,0.1111111111111111
2025-12-10,0.16666666666666666
2025-12-11,
2025-12-12,0.0
2025-12-13,
2025-12-14,
2025-12-15,-0.07777777777777779
2025-12-16,-0.08333333333333333
2025-12-17,0.06439393939393939
2025-12-18,
2025-12-19,
2025-12-20,0.0
2025-12-21,0.041666666666666664
2025-12-22,-0.07777777777777779
2025-12-23,0.0
2025-12-24,0.4166666666666667
2025-12-25,
2025-12-26,
2025-12-27,
2025-12-28,
2025-12-29,
2025-12-30,0.2
2025-12-31,0.0
